1.0 1.52978e-05 2.09142e-06
1.4 2.2308e-05 2.12988e-06
1.8 1.64271e-05 1.49347e-06
2.2 7.22805e-06 8.39072e-07
2.6 2.24535e-06 4.29054e-07
3.2 5.6901e-07 1.21412e-07
4.3 1.55759e-08 1.24186e-08
1.0 2.8587e-05 1.17364e-05
1.4 5.06169e-05 1.18276e-05
1.8 5.6667e-05 8.56325e-06
2.2 2.77574e-05 4.94291e-06
2.6 1.01175e-05 2.50449e-06
3.2 1.38406e-06 5.36288e-07
4.3 3.56708e-08 4.54713e-08
